OPENADMET_LOGAC50_cyp2j2,OPENADMET_LOGAC50_cyp3a4,OPENADMET_LOGAC50_cyp1a2,OPENADMET_LOGAC50_pxr,OPENADMET_LOGAC50_cyp2d6,OPENADMET_LOGAC50_cyp2c9,OPENADMET_LOGAC50_ahr
,5.3,,,6.4,,
,5.5,5.5,,,4.9,
,,5.89,,4.92,,
,5.4,,,,,
,,,,,5.3,
,4.8,,,,,
,5.25,4.85,,7.76,,
,5.34,,,,,
,5.3,5.4,,,5.6,
,,,5.74,,,
,4.6,6.2,,5.0,5.2,
,,6.5,,,4.9,
,5.5,6.1,,,,
,5.15,6.1,,,,
,4.7,4.9,,,,
,6.57,4.3,,5.02,5.81,
,,5.7,,,,
,4.4,7.3,,,5.4,
,,5.03,,,,
,5.3,4.6,,,,
,4.32,,,,,
,,,,7.3,4.8,
,4.85,4.85,,,4.7,
,,4.5,,4.4,,
,4.9,,,,,
,4.6,4.5,,4.55,5.2,
,4.86,,,,,
,4.8,5.9,,,5.55,
,5.4125,5.15,,5.199999999999999,5.1,
,4.9,7.0,,,,
,5.5,,,,5.3,
,5.7,,,4.4,5.6,
,7.5,6.0,,4.4,,
,,,,5.72,,
,4.84,,,,4.89,
,,,5.405,,,
,,,,,5.9,
,9.0,,,,,
,4.75,4.95,,,,
,,4.85,,,,
,4.6,4.6,,,,
,5.7,,,4.9,4.7,
,,5.5,,,,
,4.9,5.15,,,5.1,
,5.5,,,,,
,5.9,5.8,,,,
,,,,6.31,,
,4.7,4.9,,,4.9,
,,,,,,6.5649999999999995
,,,,,5.1,
,,,,,4.85,
,5.05,5.2,,4.95,5.75,
,,,,,4.4,
,5.2,,,5.45,4.4,
,4.8,,,,,
,,4.95,,5.05,,
,5.0,,,,,
,,,4.98,,,
,5.5,,,,5.1,
,5.5,5.4,,,5.2,
,,4.5,,4.9,5.2,
,4.41,,,,4.37,
,,,,6.24,,
,,5.25,,4.9,5.4,
,4.77,,,,,
,4.9,6.7,,5.1,,
,,,,5.0,,
,,5.58,,,,
,4.41,,,4.3,4.85,
,,5.9,,,,
,4.8,,,,,
,5.5,,,,,
,4.55,4.8,,,4.85,
5.7,,,,,5.7,
,4.9,,,,5.3,
,5.7,,,,,
,4.8,,,,5.3,
,4.65,4.4,,,,
,,,,,5.45,
,5.32,,,4.58,,
,,5.0,,,4.85,
,4.7,,,5.6,4.5,
,6.31,,,,5.88,
,5.6,4.4,,4.6,,
,,5.82,,4.42,,
,,,4.57,,,
,,,,4.5,,
,5.7,,,,,
,,,5.21,,,
,4.4,5.3,,,,
,4.6,5.0,,,4.9,
,,,,,4.64,
,,,,,4.904999999999999,
,6.92,,,,,
,4.6,5.65,,5.3,5.0,
,4.6425,,,,5.1025,
,,5.75,,5.8,4.6,
,,,,4.75,,
,4.8,,,5.1,4.9,
,,5.2,,,,
,6.0,,,,,
,4.65,4.8,,,5.1,
,5.2,,,,5.55,
,5.3,,,,,
,,,,6.7,,
,6.165,,,,,
,5.6,4.7,,,,
,,5.05,,7.95,6.5,
,,5.8,,,6.6,
,5.900000000000001,6.4,,4.6,6.1,
,4.8,5.6,,,5.65,
,4.6,4.9,,,5.45,
,,4.9,,,4.4,
,,5.4,,,5.8,
,,,,,4.55,
,4.7,5.0,,6.6,5.35,
,5.0,5.4,,,,
,4.72,,,,4.89,
,,4.8,,,,
,,,6.66,,,
,4.9,5.4,,7.0,,
,4.99,,,4.945,4.895,
,4.8,,,,,
,4.9,4.7,,,,
,,6.96,,,,
,5.0,4.9,,,,
,4.04,,,5.33,5.16,
,4.5,,,,,
,5.0125,5.5,,4.7,4.96,
,4.7,,,,,
,4.9,,,4.65,5.05,
,4.5,4.8,,,,
,5.1,,,,,
,5.415,5.37,,5.04,5.44,
,4.8,5.6,,4.85,,
,5.3,,,,,
,6.4,,,,,
,,,,8.25,5.5,
,4.8,,,,,
,,,,5.6,,
,5.599999999999999,4.8,,4.9,6.8,
,4.68,,,,4.77,
,5.1,6.8,,4.6,,
,5.1,,,,5.05,
,4.5,,,,,
,,,,4.39,,
,5.65,6.0,,5.35,5.3,
,5.85,,,,,
,,4.8,,,,
,,4.9,,4.9,,
,5.22,,,,,
,,,,,4.28,
,5.8,,,5.11,,
,,,,,5.52,
6.0,4.55,4.676666666666667,,5.4275,4.21,
,6.33,4.51,,4.8,5.18,
,5.5,,,,5.4,
,,4.8,,5.05,,
,4.85,5.2,,,4.85,
,,,,,6.1,
,,,,,6.0,
,,,,,6.04,
,,,5.775,,,
,,5.3,,,,
,,,,,4.22,
,4.85,,,,5.1,
,,,,4.4,,
,4.6,,,,,
,,,,5.96,,
,5.5,5.65,,4.9,4.9,
,6.1,,,,,
,4.5,,,,,
,7.45,,,5.55,5.35,
,,5.65,,,5.15,
,,4.85,,,,
,7.04,,,,,
,4.7,4.85,,,,
,7.0,,,,,
,4.525,,,,4.43,
,4.9,4.95,,4.85,4.9,
,5.205,,,5.22,,
,,,,7.1,,
,5.795,,,,,
,5.95,,,,,
,,,,6.46,,
,4.58,,,,5.89,
,6.0,,,5.41,,
,5.2,,,,,
,,,,,5.66,
,,5.0,,6.05,4.6,
,5.72,,,,,
,4.8,4.8,,,4.8,
,5.55,5.4,,,5.65,
,4.0,4.0,,4.27,5.52,
,,,,6.1,,
,,4.9,,,,
,,,,5.2,,
,,4.4,,6.2,5.3,
,5.599999999999999,5.6,,5.1,5.9,
,,,,6.65,,
,6.5,,,,,
,,,,,,5.0
,8.07,,,,7.92,
,,6.15,,,5.05,
,,4.95,,,5.3,
,5.85,,,5.3,5.95,
,,,,6.22,,
,5.0,,,4.8,,
,,,,5.42,,
,,,,5.4,,
,5.5,5.4,,4.5,7.8,
,5.08,,4.54,,5.0,
,,,,,5.48,
,,6.05,,,,
,5.2,,,,,
,,,6.296666666666667,,,
,,,7.09,,,
,6.8,6.0,,,6.4,
,4.8,,,,,
,4.9,6.1,,7.1,,
,4.8,,,,,
,6.9,,,,,
,,,,,,7.6
,4.6,,,,,
,,,,5.82,,
,,,,4.95,,
,5.4,,,,,
,,,,4.5,,
,,4.95,,,6.15,
,6.0,5.35,,5.2,4.75,
,,,,4.96,,
,5.0,,,,5.4,
,,,,,4.65,
,5.3,4.65,,7.0,,
,4.6,5.2,,,,
,4.55,4.95,,5.0,4.95,
,4.75,,,,4.52,
,4.85,4.75,,4.85,4.8,
,,,,5.8,,
,5.5,,,5.4,5.7,
,5.6,,,,,
,,4.85,,,,
,5.0,5.5,,,5.5,
,,4.55,,4.8,4.65,
,5.4,4.4,,,4.95,
,,5.5,,,5.0,
5.7,,,,,4.99,
,,6.3,,,,
,5.400000000000001,7.9,,,5.5,
,5.6,6.3,,,5.45,
,4.5,,,,4.65,
,,5.16,,,,
,5.0,5.0,,,,
,5.6,,,,5.35,
,4.6,6.4,,4.95,4.8,
,4.2,4.4,,,5.55,
,6.2,4.7,,5.0,,
,4.6,5.3,,,,
,,,,6.41,5.64,
,5.68,,,4.8,,
,5.45,,,5.75,5.0,
,,5.62,,,,
,,,,,5.6,
,,6.52,,,,
,,4.7,,,,
,,,,4.8,,
,5.05,5.4,,,,
,4.85,,,4.85,5.45,
,,,,5.61,,
,5.58,,,5.21,,
,5.5,7.6,,4.5,4.8,
,,5.6,,,5.1,
,,4.65,,,,
,,7.31,,,,
,5.1,,,,,
,4.9,,,,,
,4.85,4.9,,,6.25,
,5.4,,,,,
,5.900000000000001,4.6,,4.9,,
,,,,,4.4,
,4.84,,,,5.46,
,5.5,5.8,,4.9,6.0,
,4.9,,,,,
,5.42,,5.25,,5.28,
,4.5,,,,,
,5.16,,,,,
,4.5,,,,,
,,,,,5.3,
,4.5,,,,,
,6.5,5.2,,4.9,6.5,
,5.47,,,4.4,4.85,
,4.75,5.54,,,5.21,
,4.68,5.58,,,,
,5.0,4.9,,,,
,5.39,,,,,
,4.5,5.15,,4.75,4.4,
,,,,6.65,,
,5.7,,,,,
,,,,5.4,5.6,
,4.9,5.3,,4.45,5.3,
,4.9,,,,,
,4.7,5.2,,6.8,,
,5.55,,,,,
,,,4.5,,,
,5.2,5.65,,7.3,,
,4.8,5.3,,,5.4,
,5.8,,,,,
,5.2,7.0,,4.4,6.1,
,5.3,,,,,
,,,,4.95,,
,,,,4.6899999999999995,,
,4.9,5.2,,,4.5,
,5.599999999999999,6.4,,4.9,,
,4.95,5.0,,5.0,4.85,
,6.5,,,,,
,4.8,,,,5.35,
,,,,,6.9,
,5.400000000000001,,,,6.4,
,5.400000000000001,5.3,,,5.0,
,,,,4.55,,
,5.7,5.0,,5.9,5.95,
,,4.64,,,,
,6.51,,,,,
,5.3,,,,,
,5.75,4.65,,,4.85,
,5.0,,,,5.65,
,5.0,5.05,,,4.85,
,4.55,,,,,
,4.8,,,,,
,8.33,,,8.59,7.81,
,4.9,,,,,
,,,,,,5.66
,5.0,,,,,
,,,,7.4,,
,4.8,,,,,
,4.85,,,,5.85,
,6.0,,,,,
,5.900000000000001,6.1,,,,
,4.6,5.5,,,4.95,
,,,,,5.04,
,4.6,,,,,
,,5.26,,,,
,,,,,4.62,
,6.7,,,,,
,,,4.89,,,
,7.3,,,,,
,5.1,,,,,
,5.6,,,,5.95,
,5.2,,,,,
,4.6,4.85,,6.25,,
,,,5.3,,,
,4.5,5.62,,,,
,4.9,5.1,,,,
,4.5,,,,,
,5.400000000000001,5.4,,,5.8,
,5.7,,,,,
,4.65,4.85,,,4.4,
,,4.8,,4.8,6.8,
,,,,5.3,,
,,,5.8,,,
,4.4,,,4.75,,
,5.4,,,,,
,6.2,6.5,,5.1,6.5,
,5.1,6.3,,6.0,,
,5.0,,,,4.8,
,,,,5.08,,
,,5.85,,5.25,5.45,
,,,,5.41,,
,4.739999999999999,5.27,,5.776666666666666,,
,,4.6,,,5.6,
,5.3,,,,,
,,,,,6.75,
,5.4,,,,,
,,,,5.87,,
,7.0,,,,,
,5.8,,,,5.6,
,5.66,5.04,,5.47,6.459999999999999,
,4.75,5.6,,,4.8,
,,,5.28,,,
,4.9,5.2,,,4.8,
,,4.8,,,,
,5.400000000000001,4.5,,4.9,,
,4.9,5.3,,4.8,5.75,
,,4.5,,4.8,,
,,,,6.16,,
,,5.0,,,6.65,
,,,,,5.09,
,,,,,4.7,
,6.099999999999999,,,,4.7,
,,,5.44,,,
,5.1,,,,4.9,
,5.0,,,,5.5,
,5.0,4.8,,4.9,,
,,,,,5.35,
,,,,,6.82,
,4.6,,,,,
,5.0,4.9,,5.1,,
,6.52,,,,,
,,,,,4.84,
,5.2,,,5.2,5.2,
,,5.5,,,,
,,5.4,,,5.4,
,,,5.166666666666667,,,
,5.7,,,,,
,5.35,4.9,,4.75,5.5,
,5.400000000000001,,,6.3,,
,6.05,5.92,,5.7,,
,,,,4.57,,
,,,,5.4,,
,5.1,4.5,,4.5,,
,6.26,,,,,
,4.5,4.8,,,5.6,
,,,,,5.46,
,4.8,,,4.7,4.5,
,4.8,,,,,
,5.52,,,,,
,5.65,5.8,,,5.8,
,4.96,,,5.51,5.16,
,,,,5.2,,
,4.6,4.75,,,5.2,
,6.599999999999999,,,,5.1,
,,6.3,,5.4,,
,5.2,4.9,,6.1,,
,5.16,,,,,
,4.95,5.3,,,5.15,
,,,,4.9,4.95,
,5.48,,,,,
,,,5.146666666666667,,,
,,5.82,,,5.15,
,5.15,5.0,,4.85,5.9,
,4.8,6.1,,,5.8,
,,,,5.6,,
,5.400000000000001,,,,5.3,
,,4.5,,,5.32,
,4.6,,,,6.05,
,4.8,5.4,,4.75,,
,5.15,5.0,,5.1,4.29,
,5.1,4.9,,5.5,,
,,,,6.14,,
,,,,,5.5,
,5.75,,,,5.5,
,4.6,6.2,,,4.5,
,,4.7,,,4.9,
,5.8,6.8,,,,
,,,,5.3,,
,5.1,4.7,,,,
,4.4,,,,,
,,5.4,,,,
,5.4,,,,,
,4.6,,,,,
,4.9,6.2,,,5.1,
,,4.6,,,,
,5.7,,,4.95,4.65,
,5.42,5.81,,,4.89,
,,5.6,,4.9,4.75,
,,4.5,,5.0,,
,,,,5.0,,
,5.5,5.0,,,5.9,
,4.43,,,,4.62,
,,5.0,,,5.4,
,4.97,4.84,,,4.69,
,4.9,,,,,
,,,,5.5,5.8,
,6.95,5.0,,4.85,5.4,
,,5.6,,4.8,4.8,
,4.6,5.5,,4.9,,
,4.5,,,,,
,5.35,,,,,
,5.400000000000001,,,,,
,,4.9,,,,
,6.24,,,,,
,4.8,,,,,
,4.9,5.6,,4.4,,
,5.03,,,,,
,4.55,5.4,,,,
,5.1,5.0,,4.75,4.9,
,,,,5.3,,
,5.82,,,,,
,,5.9,,,5.7,
,6.045,,,,6.05,
,,5.75,,4.95,,
,5.8,4.85,,5.0,5.6,
,4.9,,,,,
,4.9,,,,,
,,4.5,,,,
,5.12,5.23,,4.27,4.6,
,5.609999999999999,,,5.19,,
,,5.5,,5.9,,
,5.5,5.4,,,,
,4.8,4.8,,4.8,,
,6.48,,,,,
,5.39,,,6.01,,
,,4.9,,6.75,4.4,
,5.94,,,,,
,5.5,,,,,
,,,,5.41,,
,5.0,4.8,,,,
,,4.85,,,5.45,
,,,,,5.4,
,6.2,6.8,,5.0,,
,,4.8,,4.8,4.4,
,,,,5.58,,
,5.43,,,,,
,4.64,,,,,
,4.8,,,,,
,4.6,,,,,
,4.8,5.8,,,,
,,5.5,,5.4,5.4,
,,,,5.7,,
,5.1,6.8,,,,
,5.2,,,,,
,4.9,,,4.5,5.9,
,5.0,5.5,,,,
,,,,,4.4,
,,5.45,,,,
,,,,,,6.57
,6.099999999999999,5.9,,4.7,5.8,
,,,,,4.63,
,5.25,5.0,,,,
,,5.9,,,,
,,5.4,,,,
,,,,5.8,,
,5.6,,,,5.4,
,5.1,4.85,,,5.55,
,4.42,4.3,5.39,4.64,4.85,
,4.9,4.7,,4.8,,
,6.44,,,,,
,,,,,4.3,
,5.400000000000001,5.8,,5.1,6.7,
,5.65,5.95,,4.8,5.5,
,5.400000000000001,6.7,,,,
,5.4,,,,,
,5.4,,,,,
,5.04,,,4.48,,
,,6.18,,,,
,,,,5.0,,
,,5.75,,,5.52,
,4.52,,,,,
,5.5,4.9,,,,
,,,,5.66,,
,,5.4,,,,
,,6.15,,4.6,4.8,
,5.1,6.3,,4.6,5.9,
,,,,5.13,,
,5.2,,,4.85,4.65,
,4.75,,,5.6,5.0,
,,,,4.96,,
,5.4399999999999995,4.39,,,4.18,
,,4.4,,,,
,5.08,,,,,
,6.3,4.86,,4.86,5.48,
,7.52,,,,,
,5.400000000000001,7.8,,6.4,4.55,
,4.7,,,,,
,,,,5.2,,
,4.8,4.6,,4.6,,
,,5.35,,,4.4,
,4.22,4.04,,,4.85,
,5.47,,,,,
,4.9,4.6,,4.4,,
,6.51,,,,,
,4.8,,,,,
,4.84,,,,,
,5.1,,,,,
,,,,,5.3,
,,,,,,5.4
,5.05,,,,5.0,
,5.57,,,,,
,4.66,4.9,,,,
,5.5,,,5.5,5.7,
,4.89,,,,6.0,
,4.8,4.85,,,4.85,
,4.9,,,,,
,,,,,4.68,
,,,,,4.8,
,,,,,,5.8
,4.75,5.9,,5.0,5.15,
,5.0,,,5.4,,
,5.31,5.74,,6.39,5.29,
,,,,5.4,,
,4.75,4.85,,,4.9,
,,5.2,,,,
,,6.85,,,,
,,,,6.19,,
,,,4.9,,,
,5.400000000000001,,,5.5,,
,,,,,6.05,
,5.65,,,4.6,,
,5.4,5.1,,,,
,4.6,,,,,
,4.87,,,,,
,5.599999999999999,4.9,,,5.1,
,,6.9,,7.4,5.1,
,5.03,,,4.55,,
,,4.5,,4.7,6.0,
,5.405,,,,5.18,
,,5.45,,,4.8,
,,5.8,,4.65,5.55,
,4.34,,,,,
,5.45,,,,,
,5.5,5.7,,5.6,5.6,
,5.4,5.2,,4.9,4.7,
,6.12,,,,,
,4.94,,,,,
,,5.52,,,,
,,4.5,,6.0,,
,,,,5.51,,
,5.599999999999999,,,,5.2,
,5.0,5.5,,5.0,4.95,
,5.400000000000001,,,5.3,,
,,,,,6.19,
,5.8,6.3,,5.8,6.0,
,4.9,,,,,
,4.8,5.1,,,,
,,4.5,,4.85,4.95,
,,4.55,,,4.8,
,,5.2,,5.6,,
,5.23,,,,,
,,4.9,,,,
,4.85,,,,,
,5.400000000000001,,,,,
,6.41,,,,,
,4.9,,,,,
,4.64,,,,,
,5.599999999999999,4.9,,,4.9,
,5.5,,,,,
,,6.0,,,,
,5.34,,,,,
,,,,,4.6,
,4.95,4.85,,4.6,,
,5.400000000000001,5.7,,,5.2,
,6.2,,,,5.1,
,4.8,5.4,,4.4,,
,6.3,,,,,
,4.77,,,,,
,5.8,5.5,,,,
,,4.8,,,4.85,
,,,,,6.76,
,,,,,4.8,
,4.75,4.85,,,4.85,
,4.82,,,4.21,4.39,
,5.1,,,,,
,4.5,,,,,
,4.6,5.199999999999999,,6.55,,
,4.58,,,,4.77,
,,,,7.22,,
,,,,4.5,5.6,
,5.4,4.0,,4.0,4.85,
,6.25,5.8,,5.05,6.1,
,5.45,4.85,,4.65,5.1,
,5.5,4.9,,5.0,5.6,
,6.099999999999999,6.3,,4.6,,
,4.41,,,,,
,,,,,,7.15
,4.85,4.95,,,4.85,
,,4.9,,5.7,,
,5.3,,,,,
,,,,,6.72,
,,,,5.44,,
,4.6,,,,,
,,5.4,,6.0,,
,5.405,,,,5.975,
,4.9,,,,,
,4.7,,,,,
,,,,,5.25,
,,,6.0,,5.75,
,,4.6,,,5.0,
,,,,5.24,5.77,
,,,,5.18,,
,,4.9,,,,
,,6.2,,4.95,5.45,
,4.9,5.5,,4.9,,
,4.68,5.85,,4.96,4.31,
,,5.5,,,,
,6.46,,,7.05,6.19,
,6.57,,,,,
,5.599999999999999,4.9,,6.9,,
,5.400000000000001,,,5.5,,
,4.9,4.5,,8.2,,
,7.0,,,6.16,5.46,
,4.8,5.55,,4.85,4.4,
,,,,,5.7,
,,,,4.1899999999999995,4.27,
,5.78,,,,,
,,6.32,,,,
,4.33,,,,,
,5.400000000000001,,,,,
,,,5.5,,,
,5.16,,,5.16,5.13,
,,,4.6,,,
,6.76,,,7.96,9.3,
,,,,,5.68,
,4.6,5.0,,,,
,4.85,6.35,,5.0,5.45,
,5.05,4.85,,,5.3,
,5.400000000000001,6.0,,,5.4,
,5.0,5.6,,,5.6,
,5.04,,,,5.07,
,4.5,4.5,,,,
,5.2,5.7,,4.7,5.0,
,5.82,,,,,
,,4.5,,,,
,4.75,,,,,
,5.3,4.5,,,6.0,
,,5.4,,5.8,,
,5.34,,,4.54,,
,4.65,,,,4.95,
,,4.8,,4.95,,
,5.400000000000001,5.4,,5.0,6.0,
,4.9,5.1,,4.6,,
,5.0,5.55,,,5.45,
,5.11,,,5.08,,
,4.5,,,,,
,5.0,,,,,
,5.92,6.3,,5.19,,
,,5.85,,6.16,7.52,
,4.6,5.6,,,,
,,,,6.4,6.1,
,,,,5.7,,
,,6.1,,5.45,5.4,
,5.900000000000001,4.9,,,,
,,,,,5.51,
,7.82,,,,,
,,5.47,,,,
,6.0,5.4,,5.65,6.85,
,5.0,4.8,,4.8,5.1,
,,5.7,,,5.5,
,,5.1,,4.7,4.9,
,,4.7,,,,
,,,,5.35,,
,6.3,,,,,
,5.2,,,5.4,,
,,,,5.3,,
,,,,5.55,,
,,5.1,,,,
,,5.3,,,,
,5.400000000000001,,,,4.6,
,4.48,,,,,
,,6.1,,,5.15,
,5.72,,,,,
,4.8,5.1,,,4.9,
,5.28,,,,,
,,4.7,,4.55,4.8,
,,6.64,,,,
,,,,,5.02,
,4.7,,,,6.2,
,,6.2,,,,
,5.68,,,,5.54,
,4.5,5.2,,,4.75,
,,,,,4.6,
,5.64,,,,,
,5.0,,,,,
,5.3,4.8,,6.0,,
,5.7,4.9,,4.6,,
,,6.6,,4.7,,
,5.4,,,,,
,4.4,,,,,
,4.8,6.5,,,,
,,,,,5.6,
,5.72,,,,,
,7.4,,,,,
,,4.7,,5.4,5.5,
,5.2,5.55,,4.95,4.85,
,5.66,,,,,
,4.8,5.9,,,5.5,
,,4.6,,,,
,5.0,5.1,,,,
,5.35,4.65,,4.8,4.85,
,4.85,4.65,,5.9,5.55,
,,5.4,,,,
,4.41,,,,,
,4.93,,,,,
,,5.3,,,,
,5.55,,,,,
,4.85,5.15,,5.5,5.4,
,4.72,5.54,,5.39,4.74,
,,5.4,,,,
,6.0,,,,,
,4.9,,,,4.4,
,,5.3,,5.5,,
,4.5,4.8,,4.5,5.2,
,5.68,,,,,
,4.97,,,,,
,5.7,,,4.6,5.45,
,,6.11,,,,
,5.1,,,,,
,,,4.7,6.52,,
,4.8,,,,,
,4.6,6.05,,4.9,4.5,
,4.6,4.5,,,,
,,,5.85,,,
,,,5.56,,,
,,4.9,,5.0,,
,5.4,,,,,
,4.85,5.5,,4.6,5.05,
,,5.7,,,4.9,
,5.400000000000001,6.3,,4.4,5.8,
,,4.5,,5.9,,
,,4.5,,,4.95,
,5.62,,,,,
,6.0,,,,,
,5.5,4.9,,6.9,4.9,
,4.95,6.51,,,,
,,,,,5.22,
,,,,4.52,,
,6.0,,,,,
,,4.9,,4.85,,
,4.8,4.8,,4.4,,
,4.8,,,,,
,,,,5.7,,
,,,,,5.8,
,4.4,4.5,,,,
,5.7,,,,,
,,,,,7.1,
,,5.2,,4.7,4.9,
,4.6,,,,,
,5.3,,,,5.4,
,4.795,,,4.73,5.58,
,,,,4.85,,
,4.5,,,,,
,,,,,5.3,
,,,,,4.55,
,6.08,,,,,
,5.2,,,,,
,4.4,4.4,,4.4,4.8,
,5.1000000000000005,,,4.5,4.75,
,,5.5,,,,
,,6.1,,,,
,4.96,,,,,
,,7.2,,,,
,4.6,5.1,,,4.7,
,4.8,4.8,,4.75,5.45,
,,5.1,,,,
,,,,,4.65,
,,,4.805,,,
,6.05,5.5,,4.7,5.0,
,,5.1,,,,
,5.55,,,,,
,5.96,,,,,
,4.7,,,,,
,4.8,4.9,,,,
,,6.3,,,,
,4.95,5.5,,,5.7,
,4.5,4.6,,4.4,,
,,,,,5.7,
,,4.65,,,5.35,
,4.95,5.6,,,,
,,,,,5.22,
,,4.6,,4.67,6.33,
,4.75,,,,4.95,
,,5.55,,,4.9,
,4.4,5.1,,,,
,4.5,4.9,,,,
,8.25,,,,,
,6.0,,,,,
,,,,5.6,,
,4.9,,,,,
,,4.64,,4.8,4.62,
,5.4,4.55,,,,
,6.15,,,,5.4,
,5.400000000000001,5.5,,5.4,,
,,,,4.54,4.68,
,5.88,,,,,
,,,5.82,,,
,4.6025,5.886,,5.223999999999999,,
,5.85,,,,6.0,
,5.08,,,,,
,,4.9,,4.9,4.4,
,5.45,,,,,
,6.08,,,,,
,9.52,,,,,
,4.75,4.65,,,5.3,
,,5.3,,,,
,,5.0,,,,
,5.5,,,,5.0,
,5.2,,,,,
,4.9,4.8,,4.6,4.4,
,,8.3,,,,
,,,,,4.75,
,5.55,,,,,
,,,,5.4,,
,6.1,5.6,,4.9,5.7,
,4.8,,,,4.7,
,4.75,,,4.6,,
,4.6,5.3,,5.3,5.3,
,,5.9,,,6.85,
,4.7,,,,4.4,
,,5.4,,,,
,4.6,,,,,
,,,,,5.55,
,,5.1,,,,
,5.1,,,,6.1,
,6.68,,,6.1,,
,4.6,5.6,,,,
,,,,,5.75,
,,,,5.63,5.45,
,4.75,,,4.85,,
,5.5,5.2,,4.8,4.8,
,,6.1,,,,
,,,,4.8,5.54,
,5.15,4.6,,4.9,5.0,
,,4.9,,,,
,5.0,6.0,,5.0,,
,,,,6.7,6.4,
,,6.95,,,,
,,6.05,,,,
,5.6,,,,,
,,,6.4399999999999995,,,
,,,,5.12,5.89,
,5.1,,,,5.52,
,5.33,,,,6.22,
,4.6,5.0,,,,
,4.8,,,,4.8,
,,,,5.5,,
,4.9,,,,,
,4.8,,,,,
,,4.9,,,4.9,
,4.55,5.35,,,,
,,5.21,,,,
,4.8,4.4,,,4.7,
,,6.6,,6.0,5.15,
,,5.15,,4.8,,
,4.55,,,,4.85,
,,,,5.984999999999999,,
,,4.5,,4.5,,
,,4.19,,,4.11,
,4.8,4.8,,4.7,4.6,
,5.609999999999999,4.46,,4.96,6.07,
,,4.6,,,,
,,,,5.4,,
,5.8,4.8,,4.7,,
,5.5,4.7,,4.7,,
,4.9,5.2,,4.4,,
,,5.0,,,,
,4.8,,,,5.3,
,,,,,4.7,
,5.0,,,,,
,,6.02,,,,
,,5.15,,,,
,,4.85,,4.6,4.7,
,,,,,5.05,
,,,,,4.9,
,5.25,,,,,
,4.5,,,,,
,5.35,,,,,
,4.7,,,,,
,5.5,,,,,
,,,,6.05,,
,,4.6,,,5.15,
,,5.45,,6.45,5.0,
,,5.6,,,4.4,
,5.0,5.2,,5.15,,
,,,,,4.7,
,8.0,,,,,
,4.9,4.8,,4.949999999999999,,
,4.8,,,,,
,5.325,,,,,
,5.9,,,,,
,4.95,6.05,,,,
,,,,5.6,,
,4.6,,,,,
,5.5,4.9,,,,
,5.07,,,,,
,,,5.51,,,
,5.6,,,,,
,5.7,,,,5.0,
,5.0,,,,5.0,
,5.09,,,,,
,4.85,,,4.75,,
,,4.95,,5.1,,
,,4.75,,,,
,5.8,5.55,,6.2,4.9,
,4.6,,,,4.4,
,4.9,5.3,,5.0,4.85,
,,,,,,6.07
,,,,,5.36,
,5.3,5.4,,4.7,,
,,5.4,,,5.3,
,,5.4,,,,
,,4.9,,,,
,4.9,4.65,,,4.8,
,4.7,,,,5.5,
,5.35,4.8,,4.95,4.9,
,6.15,5.6,,5.0,5.75,
,5.4,,,,5.4,
,,5.05,,,5.05,
,6.89,,,,,
,5.4,5.4,,,5.5,
,4.6,4.8,,4.4,,
,5.15,,,,4.65,
,5.4,6.35,,,6.8,
,,5.3,,,,
,4.9,,,,,
,,5.29,,,,
,4.6,,,,,
,5.62,,,,,
,4.85,,,,,
,5.3,,,,5.3,
,4.975,,,4.29,4.68,
,5.2,,,,,
,5.0,6.2,,,4.9,
,5.1,,,,5.15,
,6.2,,,,,
,7.3,,,,,
,,5.26,,4.66,,
,,,,6.05,,
,5.9,,,,,
,5.45,5.3,,5.8,6.6,
,,,,5.01,,
,5.05,,,,,
,,,,,4.55,
,6.574999999999999,,,,,
,7.31,,,,,
,5.0,,,4.45,,
,5.5,5.0,,4.4,5.4,
,5.0,5.3,,,5.5,
,5.0,5.15,,,4.85,
,,4.4,,,,
,6.0,4.7,,6.1,6.1,
,6.5,,,,5.4,
,5.0,5.35,,5.0,,
,6.25,6.55,,6.0,6.3,
,5.3,,,,,
,4.75,,,,,
,,,,5.25,,
,5.5,,,,,
,,,,6.1,,
,4.96,,,,,
,,,5.3933333333333335,,,
,,5.95,,,7.75,
,,4.85,,,7.55,
,5.12,4.29,,4.72,4.77,
,,,,5.92,,
,,6.5,,5.75,,
,,,,5.14,,
,5.5,5.8,,,,
,5.16,,,,,
,,5.2,,,,
,6.1,,,,,
,4.85,,,5.9,4.5,
,,,,7.0,,
,5.22,,,,,
,5.900000000000001,4.4,,,5.5,
,5.1,,,,,
,,,,5.18,,
,4.8,4.7,,,,
,5.5,4.9,,,,
,4.6,,,,5.1,
,,,,,5.25,
,,,,,5.7,
,,,,,5.75,
,5.0,,,,,
,6.58,,,6.72,6.92,
,,6.1,,,,
,5.23,,,,,
,,,,5.0,,
,,4.95,,,,
,,,,4.7,,
,6.0,4.85,,4.85,,
,4.9,,,,,
,4.7,5.4,,,,
,5.55,,,6.07,,
,5.400000000000001,,,,7.1,
,7.400000000000001,,,6.456666666666666,,
,5.9,4.85,,4.75,,
,,,,4.89,,
,4.75,,,,,
,,5.55,,4.8,,
,4.7,,,,,
,,,,,5.6,
,,,,,4.8,
,5.6,5.35,,,5.55,
,4.9,6.8,,5.2,,
,,,,4.97,,
,6.2,,,5.5,,
