OPENADMET_LOGAC50_cyp2j2,OPENADMET_LOGAC50_cyp3a4,OPENADMET_LOGAC50_cyp1a2,OPENADMET_LOGAC50_pxr,OPENADMET_LOGAC50_cyp2d6,OPENADMET_LOGAC50_cyp2c9,OPENADMET_LOGAC50_ahr
,4.75,5.35,,7.95,,
,,,7.55,,,
,4.8,,,4.8,,
,5.45,5.1,,5.0,4.85,
,5.12,,,,,
,5.5,,,,,
,,4.95,,5.6,5.1,
,,4.7,,4.9,6.3,
,4.55,5.4,,,4.75,
,6.0,6.3,,,5.2,
,5.0,,,4.9,,
,,,,,4.7,
,,5.6,,5.1,,
,6.0,,,4.26,4.96,
,4.8,5.7,,4.6,4.9,
,4.8,6.1,,5.9799999999999995,,
,5.54,,,,,
,6.03,,,,,
,5.7,,,,,
,,5.0,,4.6,5.6,
,,5.6,,,,
,,4.95,,,,
,,,,4.66,,
,5.7,5.6,,4.7,6.0,
,4.85,5.65,,4.6,4.65,
,4.5,6.2,,,4.5,
,,5.7,,,,
,5.59,4.75,,,7.9,
,,5.3,,,,
,4.55,,,,,
,,5.4,,,5.4,
,,4.45,,,4.85,
,5.35,4.5,,4.75,6.15,
,,5.15,,4.55,,
,,,5.77,,,
,4.58,6.36,,4.71,5.04,
,,5.1,,4.7,6.0,
,,,,,6.57,
,,,5.33,,,
,4.89,,,,,
,4.6,4.95,,5.4,5.05,
,,,,4.89,,
,5.8,6.0,,,,
,5.400000000000001,,,5.4,,
,4.9,4.8,,,4.5,
,,,,,4.96,
,,5.47,,,4.67,
,5.266666666666667,,,,,
,5.57,,,,,
,5.3,4.9,,5.1,5.4,
,6.0,,,5.3,,
,5.1,,,,,
,6.0,4.7,,4.8,6.4,
,5.35,5.6,,5.55,,
,5.0,5.43,,4.7,5.25,
,4.9,,,,,
,5.2,4.85,,4.9,5.65,
,4.65,,,,,
,5.1,5.4,,5.4,,
,,4.9,,,5.14,
,,5.7,,,5.35,
,,,,4.66,5.62,
,6.0,5.0,,5.4,6.3,
,5.4,,,5.28,,
,5.89,,,5.1,,
5.52,,,,,5.16,
,,4.85,,,5.4,
,4.88,5.4,,5.175000000000001,,
,5.0,4.8,,5.4,5.7,
,4.85,5.3,,,4.9,
,4.8,4.7,,,4.9,
,4.4,5.65,,,4.95,
,,6.2,,,,
,5.09,,,,,
,5.0,5.6,,,4.9,
,4.52,,,,,
,5.04,,,,,
,,4.6,,,,
,,4.5,,,4.9,
,,,,,6.5,
,,5.15,,,5.7,
,,5.75,,,4.85,
,,5.0,,,,
,,6.1,,5.5,,
,5.42,4.55,,4.4,,
,,6.2,,,,
,5.75,,,6.96,,
,,,6.3,,,
,4.6,,,,,
,,9.9,,,,
,5.35,4.8,,4.85,5.6,
,6.28,4.3,,5.66,5.16,
,,,,,5.04,
,,5.7,,,,
,5.42,,,,,
,,,,,7.2,
,,4.4,,,6.75,
,5.05,4.75,,,5.6,
,,5.0,,,,
,,,6.62,,,
,4.61,,,,,
,,,,5.3,,
,,5.0,,,,
,4.66,,,,,
,5.1,,,,,
,,,,,5.45,
,4.48,5.0,,4.82,4.68,
,4.07,,,4.74,,
,7.52,,,,,
,4.5,,,,,
,5.55,5.05,,,6.05,
,5.1,5.9,,5.7,5.4,
,4.8,,,,,
,5.400000000000001,5.6,,,5.8,
,4.65,5.0,,,,
,5.9,,,,,
,,,,,5.62,
,6.72,,,,,
,4.85,4.6,,4.85,4.5,
,4.6,4.75,,4.55,4.85,
,,,,,5.48,
,5.2,,,,,
,,5.45,,4.9,4.75,
,,5.4,,,,
,,4.8,,5.55,5.4,
,,,,5.77,,
,4.9,5.4,,,4.8,
,7.7,,,,,
,,,,5.22,,
,,5.28,,,,
,,,,,5.25,
,,5.1,,5.5,5.5,
,,,,,6.0,
,5.65,4.9,,,5.55,
,,,,5.34,,
,,4.9,,7.0,,
,4.9,,,,,
,5.15,,,,5.1,
,,,6.4,,5.52,
,4.5,,,,,
,,5.59,,,,
,,4.9,,,,
,,,,4.4,,
,5.34,,,,,
,5.58,,,4.7,,
,,,4.78,,,
,,5.0,,,,
,6.400000000000001,,,,,
,5.32,,,5.24,,
,,6.05,,,4.95,
,,,,,7.39,
,4.9,,,,,
,4.7,,,,4.6,
,6.45,,,,,
,,6.7,,,,
,6.9,5.3,,,,
,5.045,,,,,
,9.3,,,,,
,,,,,4.8,
,5.9,,,,,
,,,,,5.14,
,4.8,,,,4.75,
,4.87,,,,,
,5.0,,,,4.9,
,4.7,,,,,
,4.8,5.4,,,5.7,
,,,,,4.6,
,4.46,,,,,
,,,,5.7,,
,,6.15,,,6.05,
,4.5,4.6,,5.1,,
,5.6,,,,5.85,
,4.9,,,,,
,5.1,5.2,,4.7,5.3,
,4.9,6.1,,,4.5,
,6.0,4.9,,4.8,5.0,
,,,5.1,,,
,7.400000000000001,4.8,,5.0,5.0,
,,5.05,,,5.0,
,5.6,,,,,
,5.109999999999999,,,,,
,,,5.725,,,
,5.05,6.45,,,7.3,
,4.7,,,,,
,,,,4.52,4.7,
,,4.5,,4.5,6.2,
,,5.2,,4.6,4.8,
,4.8,4.55,,,,
,,,,8.4,6.2,
,,,,6.96,,
,4.85,5.7,,,5.2,
,5.400000000000001,5.9,,5.5,6.2,
,,,,,5.64,
,6.0,,,,,
,,,6.42,,,
,5.45,,,,5.5,
,,,,5.35,,
,,,,,,5.0
,,,,,4.69,
,5.6,,,,,
,4.6,,,,,
,,5.0,,5.2,,
,5.15,4.95,,4.55,,
,,,5.92,,,
,,,,5.4,5.1,
,,5.4,,,,
,,,,,4.76,
,,,,7.36,,
,4.8,,,,6.7,
,7.099999999999999,5.1,,4.6,4.9,
,,,,5.01,5.43,
,,5.4,,,4.8,
,4.55,,,,4.6,
,,4.95,,5.75,,
,6.5,5.3,,5.6,5.5,
,5.7,4.95,,5.0,6.65,
,,,,,5.0,
,7.0,,,,,
,4.85,5.55,,,7.65,
,4.9,4.85,,4.85,4.95,
,5.35,5.5,,,,
,5.1,5.5,,4.6,4.8,
,,7.85,,,,
,,5.2,,,,
,5.05,,,,,
,,,,5.14,,
,4.85,4.6,,,5.05,
,4.8,,,,,
,,5.8,,,5.3,
,4.89,,,,,
,5.89,6.12,,6.0,,
,,5.4,,6.2,,
,,,,,6.16,
,,,,,5.05,
,5.400000000000001,4.8,,4.4,5.1,
,,5.85,,4.55,,
,5.7,,,5.4,,
,4.6,,,,,
,5.599999999999999,5.0,,4.9,,
,,,,,4.96,
,6.47,,,5.89,5.09,
,4.9,5.4,,,,
,4.46,4.77,,4.57,5.4,
,6.24,,,,,
,,4.9,,,,
,5.8,4.55,,4.6,4.95,
,5.4,,,,,
,5.0,,4.83,,4.9,
,6.0,5.5,,,,
,,6.46,,,,
,4.8,,,,,
,4.6,5.7,,,4.6,
,4.8,,,5.75,5.0,
,,,5.5,,,
,5.89,,,,,
,,5.85,,,5.2,
,7.06,,,,,
,6.265,,,,,
,5.4,4.9,,4.8,4.8,
,,4.8,,,4.5,
,,,,,,7.4
,4.55,5.1,,,,
,5.1,4.6,,4.5,4.4,
,4.6,4.8,,4.7,,
,4.45,5.35,,,,
,,5.8,,,,
,5.45,6.05,,4.85,5.4,
,4.8,4.75,,,5.0,
,5.0,6.0,,5.0,,
,,8.0,,,,
,5.0,,,,,
,,,6.4433333333333325,,,
,,,,,4.95,
,5.5,,,,,
,,,,4.45,,
,5.203333333333333,,,4.07,,
,4.9,,,,4.75,
,5.1,4.8,,4.8,6.1,
,4.5,,,,,
,4.6,4.8,,5.5,,
,4.6,5.75,,,4.8,
,5.7,,,,5.5,
,4.7,,,4.8,,
,,,,5.1,,
,,5.2,,,,
,5.390000000000001,,,,5.92,
,4.7,5.109999999999999,,5.0,,
,4.75,5.45,,,5.45,
,4.9750000000000005,4.7,,,4.5,
,,,,,6.1,
,5.68,,,,,
,4.8,,,,,
,4.6,5.3,,4.6,,
,,,,,4.8,
,5.8,,,,,
,5.2,,,,,
,5.32,,,,,
,,4.68,,,,
,6.92,,,,,
,5.6,,,,,
,5.3,5.05,,,5.3,
,5.0,,,,,
,7.1,,,5.24,,
,5.0,4.7,,5.3,,
,4.93,,,,,
,4.85,5.4,,4.6,5.3,
,,,,,5.5,
,5.62,,,,,
,5.5,,,,,
,4.9,5.1,,,,
,4.6,,,,,
,,,,,5.6,
,4.2,,,,4.25,
,6.38,,,,,
,,,,,,5.92
,4.9,6.5,,4.7,,
,,5.75,,5.15,5.6,
,6.32,,,,,
,4.82,,,,,
,5.96,,,,,
,,5.0,,,,
,5.1,5.1,,,4.9,
,,,,7.4,,
,,5.7,,,5.3,
,5.7,,,,,
,,7.12,,,,
,6.4,,,,,
,5.400000000000001,,,5.4,,
,4.9,5.8,,,5.45,
,,5.5,,,,
,,5.4,,,,
,5.6,,,,4.95,
,5.98,,,,,
,,,5.775,,,
,4.8,5.0,,4.85,,
,5.4,,,,,
,5.599999999999999,6.4,,5.4,6.2,
,4.95,4.8,,,5.0,
,,,,5.01,,
,,,,,4.55,
,,,,,5.3100000000000005,
,6.15,5.85,,7.75,5.05,
,,5.4,,5.3,,
,4.32,,,,4.82,
,4.9,,,,,
,,,4.766666666666667,,,
,,4.85,,5.6,4.8,
,5.400000000000001,5.5,,,5.5,
,,4.55,,,,
,,4.5,,,,
,,,,4.44,,
,4.6,,,4.6,,
,5.9,5.05,,4.9,5.85,
,,,,7.09,,
,5.54,4.19,,4.75,6.16,
,4.9,,,,5.1,
,5.105,,,,6.1,
,4.64,5.9,,4.97,,
,5.5,,,,,
,4.8,6.1,,,4.6,
,4.7,,,,,
,5.900000000000001,5.4,,4.6,,
,5.48,,,,,
,,,5.9,,,
,4.8,5.4,,,,
,,5.3,,,4.4,
,4.32,,,6.49,5.71,
,5.1,,,,,
,,,,,4.4,
,,,,6.47,,
,4.86,5.07,,,,
,,5.5,,6.35,,
,,4.85,,,,
,5.42,,,,5.6,
,5.900000000000001,6.0,,4.6,6.0,
,,4.9,,,,
,,,,,5.36,
,,,,5.22,,
,,5.3,,,,
,,,,6.1,4.5,
,,5.35,,,5.55,
,6.34,,,,,
,,,4.85,,,
,5.3,6.6,,,,
,6.05,,,4.6,4.75,
,5.8,4.9,,,,
,,,6.883333333333333,,,
,,,4.32,,,
,4.39,,,,,
,5.0,5.7,,,4.9,
,,4.3,,,,
,,,,,5.3,
,4.7,4.9,,,,
,5.4,5.4,,6.7,5.9,
,,,,,4.96,
,5.39,,,,,
,5.6,,,,,
,,,,5.0,,
,7.46,,,,,
,,5.1,,,,
,,,,5.5,,
,7.3,,,,,
,,,5.28,,,
,5.0,6.0,,,,
,5.5,5.2,,4.85,6.65,
,5.19,,,,,
,5.900000000000001,4.9,,5.1,6.0,
,5.5,,,5.6,,
,4.9,,,,,
,5.5,5.1,,,5.5,
,4.92,,,,,
,7.58,,,,,
,5.400000000000001,4.6,,4.7,4.9,
,5.1,4.95,,,5.3,
,4.78,,,4.85,6.7,
,,,,,5.3,
,,,,5.3,4.6,
,5.0,5.4,,,,
,4.6,,,6.9,,
,4.46,4.28,,,4.04,
,5.3,,,,,
,,,,5.4,,
,4.4,,,,,
,,4.4,,,,
,4.48,,,,,
,5.5,5.4,,5.4,5.1,
,6.400000000000001,4.8,,5.4,,
,,,,6.7,6.5,
,5.1,6.6,,4.7,,
,7.599999999999999,5.4,,,4.6,
,4.85,5.7,,4.95,4.95,
,,,,,5.7,
,,,,6.09,5.0,
,4.9,4.8,,4.7,4.8,
,,4.7,,,,
,,4.95,,,,
,5.72,,,,,
,,,,5.7,,
,,,,,4.6,
,5.4,,,,5.5,
,4.85,,,,5.05,
,5.35,4.95,,,4.8,
,,,,,5.25,
,4.5,5.5,,5.3,5.6,
,5.4,4.8,,,5.8,
,,5.59,,,,
,5.0,4.8,4.8,5.3,4.8,
,,,,4.9,,
,4.5,5.75,,5.05,4.8,
,,,,4.89,,
,5.0,,,,,
,,,,,4.6,
,,5.16,,,,
,,,,5.2,,
,,,,,5.0,
,5.7,,,,,
,,,,,5.0,
,,,,,5.19,
,,,,,4.85,
,,,,4.9,,
,5.8,,,,,
,,,,5.22,6.14,
,6.099999999999999,,,,,
,4.7,,,,,
,5.7,4.8,,5.2,5.4,
,4.6,,,,4.65,
,4.9,6.9,,,,
,,,,5.4,,
,5.22,,,,,
,4.95,5.45,,6.4,4.95,
,6.35,,,,,
,5.1,,,,,
,,,5.89,,,
,,,,,4.5,
,5.35,,,,,
,,5.3,,5.0,,
,4.8,4.6,,,,
,5.05,4.8,,,5.85,
,,5.15,,,4.85,
,,7.6,,,5.4,
,4.9,,,,5.7,
,4.4,,,,,
,6.2,6.4,,4.7,,
,,,,6.52,,
,6.3,,,,,
,,,,,4.96,
,,4.54,,5.52,,
,,5.65,,,,
,4.38,,,4.6,,
,5.19,,,,,
,7.52,,,,,
,,6.52,,,,
,4.6,,,,,
,,5.2,,,5.35,
,,5.7,,,,
,4.8,,,,,
,,4.52,,8.26,7.52,
,6.6899999999999995,,,,,
,,,,5.66,,
,5.0,4.6,,6.9,4.5,
,5.1,5.45,,,,
,4.65,4.8,,4.5,,
,4.6,4.5,,,,
,,,,,5.15,
,5.0,,,5.4,,
,,,,5.3,,
,,6.1,,5.24,,
,5.1,,,6.6,,
,4.4,,,4.7,5.0,
,4.65,8.2,,,,
,4.75,,,5.21,,
,,4.75,,,,
,,,5.06,,,
,,4.6,,,4.85,
,5.0,6.5,,,4.4,
,,4.8,,7.5,4.9,
,,,,,5.1,
,,4.4,,4.7,,
,,,,,4.9,
,5.8,5.65,,,5.5,
,,,,,5.27,
,,,,5.62,,
,5.0,,,,5.6,
,,5.4,,,,
,,,5.68,,,
,5.5,6.1,,,5.8,
,,,5.42,,,
,,,,5.58,,
,,,,,4.72,
,4.8,5.7,,4.6,5.3,
,5.45,,,,5.6,
,5.0,4.9,,,5.0,
,7.64,,,,,
,4.65,4.9,,4.8,5.05,
,,4.5,,,,
,,5.0,,,,
,4.9,,,,,
,4.45,,,,5.7,
,,4.9,,,,
,6.33,6.17,,6.17,,
,4.8,,,,,
,4.85,4.85,,,4.95,
,4.9,,,,5.8,
,4.95,6.05,,,5.8,
,,6.42,,,,
,5.75,4.75,,4.85,5.15,
,4.3637500000000005,,,4.07,5.1499999999999995,
,5.15,5.95,,,5.6,
,5.9,,,,,
,5.1,5.1,,5.1,5.1,
,4.6,,,,,
,5.65,6.05,,,6.0,
,4.72,,,,,
,,5.5,,,,
,6.0,,,4.65,5.5,
,,,,,5.0,
,4.75,5.5,,4.95,5.3,
,5.5,6.2,,5.5,,
,4.8,6.1,,5.1,,
,,6.8,,,,
,5.89,,,,,
,,5.3,,4.6,6.1,
,,,,,5.0,
,,,,5.4,,
,,,,4.82,6.48,
,4.75,4.9,,,5.05,
,4.4,4.8,,,,
,4.96,,,,,
,4.92,,,,,
,5.1,,,,,
,4.9,,,,,
,5.3,,,,4.8,
,,,,5.5,,
,5.1,4.8,,4.9,,
,,,,,4.92,
,4.55,,,,5.11,
,,,,7.19,,
,,4.7,,,,
,5.5,,,,,
,5.5,5.4,,4.4,,
,4.85,4.65,,,5.2,
,4.8,4.8,,4.9,,
,5.92,,,,,
,5.0,,,,,
,5.7,6.0,,4.8,,
,,,,,4.4,
,6.7,,,,,
,,5.5,,,5.1,
,,,,,4.89,
,4.07,,,,4.36,
,,,,,4.8,
,,,,,5.15,
,5.5,4.6,,5.55,6.2,
,5.45,,,4.8,5.35,
,,4.9,,,,
,4.65,,,,,
,,,,4.89,,
,5.400000000000001,6.2,,4.7,6.2,
,5.7,6.2,,5.6,6.9,
,4.4,5.6,,4.5,,
,5.05,,,,,
,5.0,,,,4.65,
,5.8,4.9,,,,
,,6.1,,5.25,4.9,
,5.35,4.75,,4.55,5.35,
,4.4,,,,,
,5.62,,,,,
,5.05,,,,,
,5.4,,,,5.16,
,4.65,4.95,,,5.6,
,4.7,4.5,,5.4,4.9,
,5.35,4.65,,,5.3,
,,,,,5.65,
,4.945,,,,,
,4.65,6.5,,,5.35,
,,,,,4.22,
,,,4.76,,,
,4.75,,,5.35,,
,4.75,8.2,,,,
,,,,,5.5,
,,,,5.25,4.8,
,8.64,,,,,
,,,,5.85,,
,,,4.79,,,
,6.099999999999999,5.2,,5.3,6.5,
,5.1,4.95,,4.6,5.5,
,4.55,5.45,,,4.85,
,,,,,5.1,
,,4.95,,,5.1,
,5.900000000000001,4.6,,,,
,5.2,4.9,,4.4,,
,5.4,,,,,
,5.400000000000001,6.5,,,,
,5.0,5.3,,,,
,5.96,,,,,
,,,,5.75,,
,,5.1,,,,
,4.7,5.5,,,,
,4.8,5.5,,4.8,,
,5.72,,,,6.1,
,5.599999999999999,5.9,,,4.8,
,5.07,,,,,
,6.82,,,,,
,,5.9,,,,
,5.45,5.8,,,5.95,
,4.8,5.65,,4.85,4.65,
,5.0,,,4.4,,
,,4.65,,,5.45,
,4.9,5.4,,4.9,,
,6.099999999999999,,,,,
,,,,4.5,,
,,,,,5.25,
,5.1,,,,5.3,
,5.16,5.8,,,5.0,
,6.7,5.5,,5.55,,
,5.45,4.8,,4.6,5.4,
,,6.0,,,5.0,
,,,,,4.45,
,,,,5.92,,
,4.55,,,,5.45,
,5.5,6.2,,4.7,6.4,
,,,,,5.3,
,,6.2,,,6.15,
,6.099999999999999,7.0,,6.2,7.5,
,,6.5,,,5.15,
,5.37,,,,,
,7.566666666666667,,,,,
,,,,5.4,,
,,,6.09,,,
,,,,,5.45,
,4.17,,,,,
,,,,4.5,,
,,,,,5.35,
,5.3,5.9,,4.9,,
,4.75,,,,5.45,
,4.66,,,,,
,,,4.16,,,
,5.35,4.7,,,5.2,
,,5.4,,5.4,,
,4.95,5.55,,5.0,6.85,
,5.75,,,,,
,,,,,5.35,
,,,6.046666666666667,,,
,4.7,5.6,,4.6,4.9,
,,5.8,,6.0,,
,4.98,,,4.19,4.699999999999999,
,5.5,6.25,,,5.65,
,,6.2,,,,
,4.84,,,,,
,5.4,4.55,,,4.55,
,5.0,,,,,
,4.7,,,,,
,6.92,,,,,
,,5.75,,,5.05,
,,,5.0,,,
,,,,,4.45,
,,4.3,,4.3,4.3,
,,,,,5.77,
,,,,4.6,,
,4.65,,,,5.35,
,5.400000000000001,,,,5.2,
,4.85,6.1,,5.7,5.5,
,,,6.27,,,
,5.39,,,,,
,,4.38,,4.72,,
,4.62,,,,4.7,
,,4.9,,,,
,6.96,,,4.98,4.48,
,,,,5.5,,
,4.85,5.2,,4.9,5.4,
,5.1,,,,,
,6.22,,,,,
,5.0,,4.84,,,
,,,,5.4,,
,5.5,,,,,
,5.65,,,,,
,4.36,,,,,
,5.1,,,4.8,4.7,
,,,,,6.7,
,5.400000000000001,,,,5.5,
,,5.65,,4.6,4.8,
,5.42,6.7,,,4.67,
,,5.05,,,4.55,
,,5.14,,,,
,5.400000000000001,,,4.5,,
,,,6.82,,,
,4.47,,,,,
,5.85,,,,,
,5.1,5.85,,,5.85,
,,4.99,,,,
,,,,5.14,,
,,5.6,,,5.95,
,4.8,4.8,,,,
,5.28,6.04,,6.12,5.54,
,4.6,,,,,
,,,,5.2,,
,4.9,5.4,,,5.9,
,,,,4.75,,
,,5.3,,,,
,4.48,,,,,
,5.3,5.4,,,5.05,
,,,,5.0,,
,4.8,4.9,,,4.7,
,4.12,,,4.44,4.57,
,,,,,5.23,
,,4.9,,4.89,,
,5.14,,,,,
,,4.75,,,5.4,
,,4.75,,,,
,4.85,5.65,,,4.65,
,,,,,5.1,
,4.6,6.0,,4.85,6.2,
,4.3,4.41,5.03,4.44,4.54,
,,,,6.14,,
,4.05,,,,4.47,
,4.9,4.9,,,4.4,
,5.5,,,7.9,,
,,,,5.09,,
,7.4,4.72,,4.61,6.57,
,4.48,,,5.52,4.93,
,4.6,,,,,
,,,,,5.13,
,4.8,4.9,,5.2,,
,4.95,5.45,,4.8,5.7,
,5.1,,,,,
,7.52,,,,,
,,,,4.66,5.82,
,,,,6.22,,
,6.16,,,,,
,,5.5,,,5.5,
,5.4,4.85,,4.55,5.65,
,5.3,,,,,
,5.2,,,,,
,6.37,,,,,
,,,,5.14,,
,,5.2,,,6.15,
,,,,5.19,,
,5.3,,,,4.4,
,5.515000000000001,,,,,
,,4.9,,,,
,,5.68,,,,
,5.41,,,,,
,5.1,4.7,,4.8,4.4,
,,5.1,,,,
,,,,6.55,,
,,,7.76,,,
,,5.4,,6.2,,
,,,,5.5,,
,,5.2,,,,
,,5.4,,4.8,5.1,
,4.7,,,,,
,,,,6.0,6.0,
,,5.6,,,,
,,,,4.63,,
,5.4,4.9,,4.6,5.25,
,4.9,,,4.5,,
,4.85,5.5,,,5.95,
,6.13,,,,,
,4.9,4.5,,,,
,,,,,4.62,
,,,,,,4.96
,4.7,,,,,
,4.8,5.6,,6.0,5.1,
,,4.9,,4.8,4.4,
,4.9,,,4.8,5.0,
,5.7,,,,6.0,
,4.6,,,,,
,5.65,,,,,
,,,,7.0,,
,4.85,5.25,,,,
,4.9,,,,,
,,5.3,,4.85,4.75,
,,,,,5.3100000000000005,
,,,,5.02,,
,5.0,,,,,
,5.54,,,,,
,5.4,,,4.85,4.95,
,,,,6.04,,
,4.8,5.3,,,,
,,,,8.0,,
,,6.0,,,,
,,,,4.77,,
,,4.16,,,,
,5.0,8.9,,5.8,,
,4.8,,,,,
,5.7,,,,,
,,,,4.6,,
,,,,,,5.32
,,6.7,,,,
,,4.5,,,,
,4.8,4.8,,,4.65,
,5.19,,,,,
,5.599999999999999,,,,4.9,
,5.34,,,4.7,,
,5.7,,,,,
,,5.54,,4.99,5.54,
,5.97,,,,,
,4.6,,,,,
,4.6,,,,,
,,5.0,,,4.4,
,5.1,,,,5.4,
,5.15,5.15,,5.3,5.5,
,5.0,5.5,,5.0,4.9,
,,5.8,,,4.9,
,,,,,6.6,
,,,,4.96,,
,4.8,5.5,,,,
,6.0,,,,,
,,4.7,,,,
,5.5,,,,4.9,
,5.0,,,,,
,,5.05,,,5.4,
,5.7,6.1,,5.1,6.3,
,,,,5.85,,
,5.92,,,,,
,6.0,,,4.68,,
,,,5.8100000000000005,,,
,4.9,,,4.6,,
,,6.01,,,,
,,,,,5.95,
,,,5.835,,,
,4.9,5.2,,,6.05,
,,5.3,,,,
,4.7,5.3,,,,
,,,,,5.1,
,4.85,4.9,,4.6,4.8,
,5.45,4.9,,4.6,5.5,
,6.400000000000001,6.9,,,,
,4.6,,,4.85,5.9,
,5.3,,,,,
,5.15,4.6,,,4.75,
,5.7,5.9,,,,
,,,,,5.2,
,5.5,,,,,
,5.15,5.8,,,5.45,
,4.8,,,,,
,5.17,,,,,
,5.5,,,,,
,5.65,5.65,,,5.75,
,5.55,,,,5.0,
,4.64,,,,,
,4.6,,,,,
,5.03,,,,,
,4.9,,,,,
,,,,,,5.81
,,,,,6.7,
,5.1,4.9,,,4.8,
,5.48,,,,,
,6.0,4.7,,6.2,4.4,
,5.35,5.2,,,5.05,
,,,,,5.07,
,,,,,7.0,
,5.21,,,,,
,5.1,4.95,,,,
,5.1,5.9,,,6.6,
,5.05,,,,,
,,4.65,,,,
,,,,5.136666666666667,,
,4.82,,,4.64,5.41,
,,,,5.1,,
,4.99,,,,,
,5.2,,,,,
,,7.0,,,,
,5.5,,,,,
,4.65,4.9,,,4.4,
,5.36,,,5.23,,
,5.1,,,,,
,7.3,5.55,,5.08,5.48,
,,,,,4.72,
,,,,5.68,,
,5.05,5.35,,4.65,,
,,,5.04,,,
,4.7,5.65,,,4.95,
,4.95,6.0,,,5.0,
,5.4,,,,,
,5.2,6.4,,,,
,,4.5,,,,
,4.8,6.05,,,5.016666666666667,
,,,,,4.66,
,5.400000000000001,6.8,,4.7,,
,,,,,4.7,
,5.2,6.2,,,,
,,4.85,,,4.9,
,,,,,4.4,
,5.1,,,,6.1,
,4.7,5.3,,,4.8,
,6.0,,,,5.45,
,,5.92,,,,
,5.1,,,,,
,4.7,5.0,,,4.9,
,4.9,6.6,,,,
,4.66,,,,5.04,
,4.7,,,,,
,5.3,4.5,,,,
,4.95,5.35,,,5.25,
,5.400000000000001,,,,,
,5.25,,,,,
4.66,4.7225,5.6850000000000005,,5.83,4.51,
,4.7,,,,,
,5.654999999999999,,,,6.36,
,,4.6,,5.35,,
,6.22,,,,,
,,5.9,,5.0,5.5,
,5.35,,,5.0,,
,4.8,,,,,
,4.7,,,,,
,4.77,,,6.05,5.52,
,5.6,,,,,
,4.85,5.75,,,,
,5.57,,,,,
,,,,5.6,,
,,4.85,,,,
,6.099999999999999,,,6.6,5.5,
,,,,4.79,,
,9.3,,,,,
,,,5.7,,,
,,,,4.44,,
,5.6,,,,,
,,7.6,,,,
,5.215,,,5.275,,
,6.0,,,4.4,5.6,
,,,4.32,,,5.47
,5.4,,,6.6,,
,4.75,4.4,,5.2,,
,6.0,6.6,,5.5,,
,6.7,,4.94,,,
,,5.3,,,,
,,,,4.85,,
,,,,5.0,5.92,
,,,,,6.54,
,4.6,5.8,,5.5,,
,,,6.165,,,
,4.9,5.25,,4.8,5.1,
,5.68,,,,,
,,4.55,,4.95,4.6,
,5.125,5.2,,4.8,4.8,
,5.4,,,,,
,,,,,,5.46
,5.3,5.1,,4.8,5.1,
,5.33,,,4.96,5.22,
,,,4.0,,,5.83
,4.7875,,,,,
,,6.3,,5.3,,
,,,6.31,,,
,5.3,4.8,,,5.95,
,,5.6,,,,
,6.3,,,,4.6,
,5.4,,,,,
,5.9,,5.16,,4.9,
,4.8,4.9,,5.0,5.9,
,,5.59,,4.07,4.36,
,5.7,,,,,
,,,,,5.3,
,6.46,,,,,
,,,,,,7.92
,,,,,6.2,
,,,,5.25,,
,,5.7,,,,
,4.9,,,,,
,5.6,,,,,
,,5.24,,,5.5,
,,,,6.8,,
,4.5,,,,,
,,,,5.06,,
,6.34,,,,,
,4.7,5.3,,,,
,,5.45,,,5.35,
,,,,,4.5,
,,,,,5.05,
,5.9,,,,,
,4.9,,,6.7,,
,5.15,5.9,,5.05,6.0,
,5.05,,,,4.5,
,5.3,6.5,,4.5,5.0,
,4.8,,,,,
,5.35,,,,4.9,
,,,,5.4,,
,,5.3,,,,
,,6.55,,,,
,,5.3,,,,
,6.77,,,,,
,,,,10.0,,
,5.5,5.1,,4.6,4.6,
,,,,5.54,,
,4.85,5.0,,4.75,5.45,
,,4.5,,,,
,,,,5.3,,
,4.8,,,,5.3,
,5.9,,,,,
,4.5,,,,,
,5.0,4.8,,,5.3,
,,,,,4.4,
,5.65,5.2,,4.6,,
,4.65,,,,,
,4.35,,,,4.38,
,,,4.96,,,
,,6.9,,,,
,4.8,5.1,,,,
,4.8,,,4.6,5.7,
,,,,,5.7,
,4.7,,,,,
,4.65,4.9,,,4.95,
,5.11,,,,,
,6.2,,5.08,,,
,5.0,,,,,
,,,5.71,,,
,5.5,4.9,,5.1,,
,5.599999999999999,6.4,,4.4,,
,,4.4,,5.4,,
,,5.4,,,5.1,
,4.9,5.15,,,,
,,,,4.85,,
,,5.05,,,,
,5.15,5.45,,6.95,5.35,
,5.69,,,,,
,5.1,4.51,,,4.52,
,4.8,,,4.9,,
,5.15,5.4,,5.95,5.35,
,,5.1,,4.65,4.8,
,4.7,5.7,,6.05,,
,4.75,4.8,,6.0,4.8,
,6.75,,,,,
,6.0,7.4,,5.7,6.5,
,,,,4.92,,
,4.55,5.4,,8.15,4.8,
,4.8,5.8,,6.2,,
,,,,,4.85,
,4.6,4.85,,,,
,5.599999999999999,,,,5.2,
,,4.4,,,,
,,,,7.52,7.52,
,,4.8,,,,
,5.35,,,4.85,,
,,4.8,,,,
,5.03,4.57,,6.4,,
,4.4399999999999995,,,,4.8,
,,4.6,,,5.3,
,4.8,5.3,,4.6,5.5,
,,4.5,,,,
,,5.3,,,,
,5.1,6.15,,,4.85,
,,4.6,,4.55,5.35,
